test,test,test,test,1,111111111111111111111111111111
Lima,Arequipa,Directo,16-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,15-08-2026,150,111111111111111111111111111111
Piura,Lima,Directo,22-08-2026,100,111111111111111111111111111111
Lima,Piura,Directo,07-11-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,04-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,12-11-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,13-03-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,07-10-2026,150,111111111111111111111111111111
Piura,Lima,Directo,23-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,09-02-2026,100,111111111111111111111111111111
Lima,Cusco,Directo,23-01-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,25-08-2026,300,111111111111111111111111111111
Santiago,Buenos Aires,Directo,12-07-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,06-06-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,10-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,06-12-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,15-05-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,07-03-2026,80,111111111111111111111111111111
Piura,Lima,Directo,09-03-2026,100,111111111111111111111111111111
Lima,Piura,Directo,13-06-2026,100,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,21-11-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,19-03-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,24-06-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,13-10-2026,350,111111111111111111111111111111
Lima,Cusco,Directo,04-12-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,06-07-2026,300,111111111111111111111111111111
Lima,Santiago,Directo,15-12-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,06-03-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,18-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,20-12-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,24-02-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,01-06-2026,150,111111111111111111111111111111
Cusco,Arequipa,Directo,20-08-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,09-08-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,11-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,27-05-2026,80,111111111111111111111111111111
Lima,Cusco,Directo,05-02-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,17-10-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,24-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,11-11-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,06-07-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,13-05-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,16-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,07-12-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,07-02-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,20-02-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,05-04-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,26-11-2026,150,111111111111111111111111111111
Piura,Lima,Directo,21-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,14-07-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,09-07-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,20-06-2026,250,111111111111111111111111111111
Piura,Lima,Directo,26-05-2026,100,111111111111111111111111111111
Lima,Piura,Directo,24-05-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,20-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,28-12-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,27-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,20-08-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,14-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-12-2026,150,111111111111111111111111111111
Piura,Lima,Directo,13-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,04-06-2026,100,111111111111111111111111111111
Cusco,Arequipa,Directo,20-01-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,26-03-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,20-10-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,14-11-2026,80,111111111111111111111111111111
Piura,Lima,Directo,11-07-2026,100,111111111111111111111111111111
Lima,Piura,Directo,28-12-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,16-08-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,15-11-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,11-04-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,06-10-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,24-11-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,08-02-2026,80,111111111111111111111111111111
Lima,Santiago,Directo,22-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,26-12-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,18-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,11-06-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,16-05-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,16-10-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,16-03-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,18-02-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,21-08-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,01-09-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,07-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,22-05-2026,350,111111111111111111111111111111
Piura,Lima,Directo,21-01-2026,100,111111111111111111111111111111
Lima,Piura,Directo,03-12-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,28-05-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,20-07-2026,250,111111111111111111111111111111
Lima,Bogota,Directo,16-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,08-04-2026,350,111111111111111111111111111111
Piura,Lima,Directo,18-11-2026,100,111111111111111111111111111111
Lima,Piura,Directo,27-01-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,01-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,09-07-2026,350,111111111111111111111111111111
Lima,Arequipa,Directo,16-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,09-04-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,23-07-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,03-03-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,19-10-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,25-03-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,27-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,12-02-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,09-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,12-07-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,03-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,21-12-2026,300,111111111111111111111111111111
Lima,Cusco,Directo,21-03-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,04-03-2026,300,111111111111111111111111111111
Lima,Santiago,Directo,04-03-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,20-06-2026,250,111111111111111111111111111111
Lima,Santiago,Directo,26-02-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,04-04-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,02-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,05-02-2026,300,111111111111111111111111111111
Santiago,Buenos Aires,Directo,19-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,01-05-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,27-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,26-07-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,27-06-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,18-11-2026,80,111111111111111111111111111111
Cusco,Arequipa,Directo,28-12-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,18-01-2026,80,111111111111111111111111111111
Lima,Arequipa,Directo,03-09-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,28-09-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,27-01-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,07-02-2026,300,111111111111111111111111111111
Cusco,Arequipa,Directo,17-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,20-06-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,16-07-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,10-01-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,18-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,19-06-2026,250,111111111111111111111111111111
Lima,Cusco,Directo,17-10-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,08-07-2026,300,111111111111111111111111111111
Santiago,Buenos Aires,Directo,07-05-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,09-12-2026,150,111111111111111111111111111111
Piura,Lima,Directo,11-05-2026,100,111111111111111111111111111111
Lima,Piura,Directo,26-01-2026,100,111111111111111111111111111111
Lima,Arequipa,Directo,26-12-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,01-06-2026,150,111111111111111111111111111111
Piura,Lima,Directo,14-06-2026,100,111111111111111111111111111111
Lima,Piura,Directo,11-05-2026,100,111111111111111111111111111111
Lima,Santiago,Directo,23-10-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,08-03-2026,250,111111111111111111111111111111
Santiago,Buenos Aires,Directo,04-03-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,18-04-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,21-01-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,19-05-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,07-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,15-01-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,05-05-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,05-08-2026,300,111111111111111111111111111111
Lima,Bogota,Directo,17-11-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,25-11-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,23-02-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,02-07-2026,80,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,23-09-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,16-03-2026,200,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,20-08-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,20-05-2026,200,111111111111111111111111111111
Cusco,Arequipa,Directo,16-04-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,06-01-2026,80,111111111111111111111111111111
Lima,Bogota,Directo,11-09-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,10-10-2026,350,111111111111111111111111111111
Lima,Bogota,Directo,26-02-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,02-05-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,18-04-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,08-10-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,20-03-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,17-08-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,13-04-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,18-12-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,24-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,27-06-2026,350,111111111111111111111111111111
Piura,Lima,Directo,14-04-2026,100,111111111111111111111111111111
Lima,Piura,Directo,24-04-2026,100,111111111111111111111111111111
Santiago,Buenos Aires,Directo,13-04-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,06-04-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,20-09-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,01-10-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,10-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,06-07-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,07-12-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,27-10-2026,300,111111111111111111111111111111
Lima,Arequipa,Directo,06-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,22-09-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,21-04-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,15-05-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,20-11-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,10-01-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,19-09-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,10-02-2026,150,111111111111111111111111111111
Lima,Santiago,Directo,23-08-2026,250,111111111111111111111111111111
Santiago,Lima,Directo,15-04-2026,250,111111111111111111111111111111
Lima,Arequipa,Directo,22-11-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,27-04-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,11-06-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,27-03-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,04-11-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,06-07-2026,300,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,11-04-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,21-10-2026,200,111111111111111111111111111111
Santiago,Buenos Aires,Directo,05-09-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,04-10-2026,150,111111111111111111111111111111
Piura,Lima,Directo,05-06-2026,100,111111111111111111111111111111
Lima,Piura,Directo,12-12-2026,100,111111111111111111111111111111
Lima,Bogota,Directo,06-04-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,20-03-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,14-06-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-05-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,27-07-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,23-05-2026,350,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,06-05-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,09-03-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,26-12-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,28-04-2026,350,111111111111111111111111111111
Lima,Bogota,Directo,10-08-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,04-08-2026,350,111111111111111111111111111111
Santiago,Buenos Aires,Directo,05-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,28-07-2026,150,111111111111111111111111111111
Lima,Bogota,Directo,09-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,14-10-2026,350,111111111111111111111111111111
Cusco,Arequipa,Directo,02-01-2026,80,111111111111111111111111111111
Arequipa,Cusco,Directo,03-06-2026,80,111111111111111111111111111111
Santiago,Buenos Aires,Directo,18-11-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,14-09-2026,150,111111111111111111111111111111
Santiago,Buenos Aires,Directo,01-10-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,07-01-2026,150,111111111111111111111111111111
Lima,Cusco,Directo,12-08-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,28-12-2026,300,111111111111111111111111111111
Piura,Lima,Directo,18-12-2026,100,111111111111111111111111111111
Lima,Piura,Directo,24-04-2026,100,111111111111111111111111111111
Piura,Lima,Directo,24-09-2026,100,111111111111111111111111111111
Lima,Piura,Directo,12-08-2026,100,111111111111111111111111111111
Lima,Cusco,Directo,13-09-2026,300,111111111111111111111111111111
Cusco,Lima,Directo,21-09-2026,300,111111111111111111111111111111
Santiago,Buenos Aires,Directo,12-12-2026,150,111111111111111111111111111111
Buenos Aires,Santiago,Directo,19-07-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,25-07-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,05-10-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,12-09-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,27-02-2026,150,111111111111111111111111111111
Lima,Arequipa,Directo,24-10-2026,150,111111111111111111111111111111
Arequipa,Lima,Directo,22-07-2026,150,111111111111111111111111111111
Buenos Aires,Sao Paulo,Directo,24-03-2026,200,111111111111111111111111111111
Sao Paulo,Buenos Aires,Directo,16-09-2026,200,111111111111111111111111111111
Lima,Bogota,Directo,15-10-2026,350,111111111111111111111111111111
Bogota,Lima,Directo,15-01-2026,350,111111111111111111111111111111
Piura,Lima,Directo,24-01-2026,100,111111111111111111111111111111
